,method,function,randomfailures,failfraction,nx,n,dampalpha,avgvarconstant,varc_status,rmse,mae,medae,me,crps,coverage,avgintwidth,intscore,emutime,npts
6449,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.001063731,optimized,3.07E-05,2.98E-05,2.74E-05,-2.98E-05,,0,4.31E-05,0.002732016,337.2682056,13452.59977
6450,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.000335463,optimized,1.39E-06,7.84E-07,4.28E-07,-1.21E-07,2.97E-05,0.96758149,4.09E-05,4.58E-05,176.4796808,13452.59977
6451,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.00081572,optimized,0.000174979,0.000171382,0.000166003,-0.000171382,,0,4.08E-05,0.020641615,274.4556279,13452.59977
6452,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.000335463,optimized,1.43E-06,7.95E-07,4.73E-07,-2.75E-07,2.41E-05,0.96978852,4.05E-05,4.62E-05,178.0853684,13452.59977
6453,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.000879371,optimized,2.00E-05,1.93E-05,1.90E-05,-1.93E-05,5.73E-06,0.000530833,4.06E-05,0.001510862,367.9252074,13452.59977
6454,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.000335463,optimized,2.98E-06,2.49E-06,2.21E-06,-2.32E-06,-9.00E-06,0.72261926,4.08E-05,6.25E-05,217.074554,13452.59977
6455,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.001870852,optimized,0.000101923,0.000100145,0.000100433,-0.000100145,-4.20E-05,0.000177778,3.99E-05,0.008858356,276.103307,13452.59977
6456,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.000694722,optimized,3.92E-06,3.50E-06,3.32E-06,3.41E-06,3.24E-05,0.520774148,4.18E-05,0.000101433,506.2987247,13452.59977
6457,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.001215652,optimized,0.000133186,0.000130886,0.000127672,-0.000130886,,0,3.91E-05,0.011911058,267.9521651,13452.59977
6458,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.001091036,optimized,8.54E-06,8.26E-06,8.02E-06,8.25E-06,4.00E-05,0.025575221,3.87E-05,0.000430596,245.5118656,13452.59977
6459,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.001413239,optimized,1.52E-05,1.48E-05,1.43E-05,1.48E-05,-1.40E-05,0.003992902,4.41E-05,0.001077713,279.1136582,13452.59977
6460,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.0428179,optimized,5.35E-06,4.45E-06,4.20E-06,4.21E-06,3.68E-05,0.609564597,5.52E-05,0.000134497,290.6282406,13452.59977
6461,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.000629585,optimized,2.59E-06,2.18E-06,2.02E-06,-2.06E-06,-1.47E-06,0.78460039,3.94E-05,5.60E-05,431.9933827,13452.59977
6462,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.000834588,optimized,1.13E-05,1.10E-05,1.07E-05,1.10E-05,2.52E-05,0.009324216,4.11E-05,0.000745988,235.4247048,13452.59977
6463,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.000710224,optimized,6.49E-06,6.07E-06,5.93E-06,6.01E-06,2.37E-05,0.308649658,5.27E-05,0.000245886,344.5986404,13452.59977
6464,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.000335463,optimized,2.59E-06,1.95E-06,1.63E-06,1.58E-06,2.79E-05,0.924642318,4.92E-05,6.17E-05,212.6853607,13452.59977
6465,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.000766665,optimized,5.27E-06,4.87E-06,4.57E-06,-4.82E-06,-2.47E-05,0.51619737,4.40E-05,0.000109559,317.1643641,13452.59977
6466,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.001168449,optimized,4.21E-05,4.12E-05,3.94E-05,4.12E-05,,0.000265229,4.21E-05,0.002755198,345.0116301,13452.59977
6467,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.001655919,optimized,7.85E-05,7.71E-05,7.83E-05,-7.71E-05,,0,4.09E-05,0.007229558,226.4975586,13452.59977
6468,PCGPwM,OTLcircuit,FALSE,0.25,15,1000,0.3,0.000381281,optimized,2.65E-06,2.01E-06,1.64E-06,1.64E-06,1.97E-05,0.910339905,4.89E-05,6.03E-05,144.4967175,13452.59977
6469,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.00785881,optimized,2.73E-06,1.95E-06,1.45E-06,1.08E-06,1.79E-05,0.911857514,4.26E-05,5.70E-05,355.766957,13452.59977
6470,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.001548509,optimized,1.54E-05,1.51E-05,1.53E-05,-1.51E-05,7.51E-06,0.001336052,3.56E-05,0.001154774,172.8685079,13452.59977
6471,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.000335463,optimized,1.60E-06,1.17E-06,8.73E-07,-8.00E-07,8.18E-06,0.952377598,3.24E-05,3.83E-05,206.0561466,13452.59977
6472,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.001138721,optimized,2.53E-06,2.01E-06,1.69E-06,1.79E-06,2.06E-05,0.882142607,3.72E-05,4.99E-05,310.3740101,13452.59977
6473,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.025937999,optimized,1.27E-06,8.27E-07,5.57E-07,-3.38E-07,1.40E-05,0.970454067,3.47E-05,3.78E-05,342.2006872,13452.59977
6474,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.005607411,optimized,2.42E-05,2.37E-05,2.35E-05,2.37E-05,,0,3.22E-05,0.002462486,352.1559284,13452.59977
6475,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.000887257,optimized,2.00E-05,1.94E-05,1.91E-05,1.94E-05,,0,3.41E-05,0.001600867,161.6153448,13452.59977
6476,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.0034186,optimized,1.97E-05,1.91E-05,1.90E-05,-1.91E-05,-9.26E-06,0.000841043,3.58E-05,0.001558891,325.645843,13452.59977
6477,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.016970818,optimized,3.74E-06,3.27E-06,3.08E-06,-3.09E-06,-1.43E-05,0.763512565,4.16E-05,6.99E-05,424.3508077,13452.59977
6478,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.001492388,optimized,1.14E-05,1.10E-05,1.11E-05,1.10E-05,4.55E-06,0.019788085,4.09E-05,0.000618522,205.7222707,13452.59977
6479,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.001184371,optimized,6.43E-05,6.30E-05,5.89E-05,6.30E-05,,0,3.21E-05,0.005740247,307.3910813,13452.59977
6480,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.000906325,optimized,1.39E-05,1.35E-05,1.28E-05,-1.35E-05,-2.12E-05,0.000983422,3.45E-05,0.000983076,384.7244513,13452.59977
6481,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.001139054,optimized,0.000192996,0.000187896,0.000176343,0.000187896,,0,3.12E-05,0.014784018,283.2790582,13452.59977
6482,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.000973518,optimized,2.03E-05,1.98E-05,1.87E-05,-1.98E-05,,7.01E-05,3.05E-05,0.001311602,339.4230089,13452.59977
6483,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.001012632,optimized,0.000103182,0.000100546,9.93E-05,-0.000100546,,0,4.64E-05,0.009510913,321.6866553,13452.59977
6484,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.000875795,optimized,4.57E-05,4.46E-05,4.40E-05,4.46E-05,,0,3.51E-05,0.004084207,435.5656636,13452.59977
6485,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.001520558,optimized,2.90E-05,2.83E-05,2.64E-05,2.83E-05,,0,2.89E-05,0.002960692,222.9827368,13452.59977
6486,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.051510764,optimized,2.23E-06,1.59E-06,1.27E-06,7.29E-07,1.50E-05,0.955708179,4.54E-05,5.12E-05,497.9723096,13452.59977
6487,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.001815034,optimized,3.29E-05,3.15E-05,2.99E-05,-3.15E-05,,7.02E-05,4.21E-05,0.002654269,350.6508369,13452.59977
6488,PCGPwM,OTLcircuit,FALSE,0.05,15,1000,0.3,0.001873254,optimized,4.06E-05,3.94E-05,3.87E-05,-3.94E-05,,0,3.78E-05,0.00345392,293.4537308,13452.59977
6489,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.001027074,optimized,2.53E-06,2.19E-06,2.06E-06,2.08E-06,2.20E-05,0.886867462,3.89E-05,4.88E-05,487.5064373,13452.59977
6490,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,166.6380755,optimized,1.66E-06,1.15E-06,8.23E-07,7.20E-07,0.000224446,0.999932615,0.000190964,0.000190891,189.8736835,13452.59977
6491,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.121479087,optimized,1.91E-06,1.54E-06,1.25E-06,1.38E-06,2.39E-05,0.888253113,3.81E-05,4.76E-05,276.4292111,13452.59977
6492,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,184.0755472,optimized,1.57E-06,1.16E-06,8.57E-07,-8.37E-07,0.000348469,1,0.000305521,0.000305429,153.5070047,13452.59977
6493,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.031347646,optimized,1.70E-06,1.31E-06,1.06E-06,1.02E-06,1.96E-05,0.950983033,3.71E-05,4.23E-05,197.8942249,13452.59977
6494,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.000838271,optimized,5.56E-05,5.43E-05,5.45E-05,-5.43E-05,,0,4.47E-05,0.004906031,343.7256715,13452.59977
6495,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.0040611,optimized,1.37E-06,8.42E-07,5.33E-07,1.36E-07,3.28E-05,0.975173249,4.43E-05,4.80E-05,180.7807045,13452.59977
6496,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.067836555,optimized,2.90E-06,2.49E-06,2.21E-06,-2.33E-06,-7.85E-06,0.70880194,3.81E-05,6.30E-05,160.070112,13452.59977
6497,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,195.8259296,optimized,3.01E-06,2.66E-06,2.50E-06,-2.50E-06,0.000171574,0.999730749,0.000220489,0.000220601,352.6108332,13452.59977
6498,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,204.9207556,optimized,2.43E-06,1.88E-06,1.52E-06,1.58E-06,0.000498317,1,0.000352745,0.000352701,160.3886373,13452.59977
6499,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.012898688,optimized,5.82E-06,5.52E-06,5.25E-06,5.50E-06,1.78E-05,0.21876892,3.94E-05,0.000177359,433.7544336,13452.59977
6500,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.006440108,optimized,2.11E-06,1.60E-06,1.31E-06,1.28E-06,2.36E-05,0.939579685,4.12E-05,4.86E-05,287.4697795,13452.59977
6501,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.001735832,optimized,4.23E-05,4.13E-05,4.16E-05,4.13E-05,,0,4.08E-05,0.003827393,257.3694563,13452.59977
6502,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.043846393,optimized,1.36E-06,7.91E-07,4.06E-07,-2.56E-07,2.52E-05,0.97737983,4.03E-05,4.30E-05,340.2460284,13452.59977
6503,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.000389259,optimized,1.30E-06,8.22E-07,4.90E-07,-2.31E-07,3.16E-05,0.982904832,4.09E-05,4.30E-05,296.6489239,13452.59977
6504,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.00324408,optimized,1.58E-06,1.19E-06,9.46E-07,-9.30E-07,7.64E-06,0.967759305,3.96E-05,4.43E-05,164.1365795,13452.59977
6505,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,0.00282307,optimized,1.76E-06,1.51E-06,1.39E-06,1.39E-06,1.75E-05,0.971436271,3.43E-05,3.77E-05,333.0496325,13452.59977
6506,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,180.5761857,optimized,7.99E-07,6.15E-07,4.99E-07,-4.64E-07,0.000376316,1,0.00028995,0.000290009,148.6876249,13452.59977
6507,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,200.8817924,optimized,2.28E-06,1.82E-06,1.62E-06,1.53E-06,0.000285102,1,0.000237659,0.000237661,356.0162175,13452.59977
6508,PCGPwM,OTLcircuit,TRUE,0.01,15,1000,0.3,218.9977708,optimized,1.65E-06,1.11E-06,8.48E-07,-7.21E-07,0.000442299,1,0.000367033,0.000367061,399.6103606,13452.59977
6509,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.001059129,optimized,8.65E-05,8.44E-05,8.26E-05,8.44E-05,,0,3.63E-05,0.00818881,450.1111321,13452.59977
6510,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.000335463,optimized,1.85E-06,1.30E-06,1.06E-06,-1.07E-06,6.82E-06,0.936919402,3.67E-05,4.39E-05,125.0644171,13452.59977
6511,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.000873253,optimized,4.70E-06,4.46E-06,4.19E-06,-4.43E-06,-2.21E-05,0.151967315,3.65E-05,0.000244996,281.5079248,13452.59977
6512,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.000335463,optimized,4.44E-06,4.10E-06,4.00E-06,-4.05E-06,-2.37E-05,0.524620708,4.25E-05,0.000104628,193.1432943,13452.59977
6513,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.001214447,optimized,8.05E-06,7.75E-06,7.66E-06,7.74E-06,4.38E-05,0.129662522,3.95E-05,0.000388993,268.6813347,13452.59977
6514,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.002197293,optimized,1.31E-05,1.27E-05,1.21E-05,1.27E-05,8.44E-05,0.001149629,3.44E-05,0.00112716,226.0065534,13452.59977
6515,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.003459814,optimized,1.86E-05,1.80E-05,1.74E-05,1.80E-05,,0.004713206,4.02E-05,0.001253772,308.0777245,13452.59977
6516,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.001080357,optimized,3.30E-06,2.69E-06,2.43E-06,2.52E-06,2.23E-05,0.700539966,3.65E-05,7.51E-05,313.4607704,13452.59977
6517,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.000846808,optimized,1.97E-05,1.91E-05,1.90E-05,-1.91E-05,-5.05E-06,0.000964912,4.04E-05,0.001571059,693.427155,13452.59977
6518,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.00085448,optimized,1.22E-05,1.20E-05,1.16E-05,1.20E-05,2.18E-05,0.004973357,4.01E-05,0.000833776,257.6010823,13452.59977
6519,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.002660843,optimized,1.71E-05,1.64E-05,1.56E-05,-1.63E-05,-1.87E-05,0.002048815,4.32E-05,0.00141687,260.2002375,13452.59977
6520,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.000970825,optimized,8.81E-06,8.49E-06,8.25E-06,8.49E-06,6.95E-05,0.124743464,5.10E-05,0.000586162,383.8812447,13452.59977
6521,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.000369672,optimized,3.36E-06,1.35E-06,7.17E-07,2.78E-07,3.78E-05,0.971555952,4.67E-05,5.74E-05,227.841032,13452.59977
6522,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.004656993,optimized,6.49E-06,5.78E-06,5.47E-06,5.69E-06,3.05E-05,0.299821588,4.52E-05,0.000233109,314.6684372,13452.59977
6523,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.000364861,optimized,3.12E-06,2.82E-06,2.65E-06,-2.70E-06,-1.46E-05,0.619366953,3.75E-05,7.80E-05,272.0741959,13452.59977
6524,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.000335463,optimized,3.01E-06,2.73E-06,2.62E-06,-2.63E-06,-1.60E-05,0.659054558,3.95E-05,7.17E-05,143.3546813,13452.59977
6525,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.000711859,optimized,2.11E-06,1.33E-06,8.77E-07,5.50E-07,2.97E-05,0.954545455,4.74E-05,5.56E-05,197.2545512,13452.59977
6526,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.001279623,optimized,2.51E-05,2.45E-05,2.33E-05,2.45E-05,,8.89E-05,4.08E-05,0.001492849,282.747191,13452.59977
6527,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.000335463,optimized,2.56E-06,1.14E-06,5.74E-07,3.47E-07,2.46E-05,0.956274945,3.73E-05,5.19E-05,101.7578382,13452.59977
6528,PCGPwM,OTLcircuit,TRUE,0.25,15,1000,0.3,0.001093868,optimized,3.82E-05,3.74E-05,3.60E-05,3.74E-05,,0,3.60E-05,0.003127128,478.1821408,13452.59977
6529,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.001466959,optimized,6.90E-06,6.60E-06,6.57E-06,6.57E-06,1.96E-05,0.107840382,3.62E-05,0.000331487,364.8853436,13452.59977
6530,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.001194304,optimized,1.16E-05,1.13E-05,1.12E-05,1.13E-05,1.53E-05,0.010234841,3.37E-05,0.000593361,473.412132,13452.59977
6531,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.002949898,optimized,3.89E-06,3.13E-06,2.70E-06,-2.60E-06,-4.66E-08,0.63203372,3.45E-05,9.88E-05,383.6012089,13452.59977
6532,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.00094236,optimized,0.000823419,0.000799759,0.000774757,-0.000799759,,0,7.12E-05,0.076894487,378.2747972,13452.59977
6533,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.001240748,optimized,3.46E-05,3.37E-05,3.07E-05,-3.37E-05,,7.01E-05,3.04E-05,0.003010081,236.4999876,13452.59977
6534,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.000852503,optimized,2.22E-05,2.16E-05,1.95E-05,2.16E-05,,0,2.54E-05,0.002022347,478.710274,13452.59977
6535,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.001195046,optimized,0.000648267,0.000635105,0.000635248,0.000635105,,0,0.000123048,0.072683589,301.3154011,13452.59977
6536,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.001114991,optimized,3.17E-05,3.08E-05,3.02E-05,-3.08E-05,-2.17E-05,0.00042126,3.67E-05,0.002705387,304.554044,13452.59977
6537,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.002214373,optimized,2.24E-05,2.17E-05,2.18E-05,-2.17E-05,-2.77E-07,0.001965326,4.36E-05,0.001542968,174.8612049,13452.59977
6538,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.035308309,optimized,1.76E-06,1.10E-06,6.71E-07,2.41E-07,2.11E-05,0.967642742,3.72E-05,4.22E-05,223.1676052,13452.59977
6539,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.001083115,optimized,4.71E-05,4.59E-05,4.32E-05,-4.59E-05,,0,2.79E-05,0.003428145,371.7551148,13452.59977
6540,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.000752344,optimized,3.47E-06,3.17E-06,2.92E-06,3.10E-06,1.37E-05,0.361064426,3.22E-05,0.000110357,529.9121442,13452.59977
6541,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.001119541,optimized,5.29E-05,5.17E-05,4.83E-05,-5.17E-05,,0,3.17E-05,0.005648746,280.7976611,13452.59977
6542,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.001193613,optimized,2.58E-05,2.51E-05,2.50E-05,2.51E-05,,0.000140292,3.56E-05,0.002157712,311.4055381,13452.59977
6543,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.001207248,optimized,3.73E-05,3.65E-05,3.40E-05,3.65E-05,,0,3.15E-05,0.003761245,271.8875573,13452.59977
6544,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.002828026,optimized,2.33E-06,1.76E-06,1.43E-06,-1.33E-06,6.69E-07,0.85455187,3.03E-05,4.53E-05,379.6732643,13452.59977
6545,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.003040626,optimized,7.78E-06,7.48E-06,7.11E-06,-7.48E-06,-1.97E-05,0.018175439,3.19E-05,0.000567053,309.4528544,13452.59977
6546,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.000771743,optimized,2.33E-06,2.07E-06,1.96E-06,-1.99E-06,-9.73E-06,0.770997191,3.07E-05,4.38E-05,213.6433702,13452.59977
6547,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.001318616,optimized,0.000188683,0.00018488,0.000180432,-0.00018488,,0,3.78E-05,0.015601354,394.1010711,13452.59977
6548,PCGPwM,OTLcircuit,TRUE,0.05,15,1000,0.3,0.000508943,optimized,2.04E-06,1.57E-06,1.32E-06,-1.26E-06,4.82E-06,0.971490614,4.11E-05,4.48E-05,125.0428717,13452.59977
6549,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,36.05676525,optimized,5.15E-05,2.35E-05,9.49E-06,9.07E-06,0.000472451,0.947393237,0.000671503,0.000994527,1.060091019,1345.259977
6550,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,0.56756773,optimized,2.50E-05,1.47E-05,8.86E-06,-8.65E-07,0.000185258,0.954028404,0.000395124,0.000493325,0.383819819,1345.259977
6551,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,30.75429194,optimized,4.18E-05,1.91E-05,7.20E-06,1.85E-06,0.000234548,0.90284791,0.000453864,0.000984413,0.5852139,1345.259977
6552,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,0.210901264,optimized,2.26E-05,1.34E-05,7.27E-06,3.82E-07,0.000162272,0.944093111,0.000402254,0.000512025,0.516933918,1345.259977
6553,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,27.50523952,optimized,1.95E-05,1.22E-05,7.64E-06,-1.42E-06,0.000253694,0.928826342,0.000461805,0.000579615,0.725039959,1345.259977
6554,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,26.68684223,optimized,3.22E-05,1.52E-05,7.93E-06,3.52E-06,0.000381764,0.899548305,0.000546063,0.000929713,0.593288183,1345.259977
6555,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,0.11086766,optimized,3.42E-05,1.92E-05,1.15E-05,1.72E-06,0.000138314,0.929750118,0.000347527,0.000502686,0.585945845,1345.259977
6556,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,67.51333845,optimized,3.31E-05,1.92E-05,9.61E-06,1.71E-06,0.000555626,0.965245504,0.000777118,0.000825577,0.710407972,1345.259977
6557,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,17.92406578,optimized,4.14E-05,1.90E-05,6.93E-06,-3.35E-06,0.000198278,0.905490064,0.000389948,0.000749662,0.450036764,1345.259977
6558,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,27.5753392,optimized,3.65E-05,1.69E-05,8.55E-06,-1.30E-07,0.000290867,0.921906557,0.000459187,0.000805936,0.799699783,1345.259977
6559,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,10.68971349,optimized,5.37E-05,2.12E-05,8.55E-06,5.50E-06,0.000146838,0.875547175,0.000359385,0.001085946,0.590324163,1345.259977
6560,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,31.85955984,optimized,1.63E-05,1.06E-05,6.78E-06,1.32E-06,0.000240551,0.970764567,0.000443317,0.00048433,0.810798407,1345.259977
6561,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,0.938622303,optimized,2.19E-05,1.31E-05,8.55E-06,1.61E-06,0.000155811,0.949969658,0.000375837,0.00049755,0.541317463,1345.259977
6562,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,5.250784758,optimized,5.04E-05,1.76E-05,6.23E-06,-4.27E-06,0.000170218,0.938943117,0.000386981,0.000852709,0.438215017,1345.259977
6563,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,57.7191659,optimized,3.94E-05,2.36E-05,1.43E-05,3.51E-06,0.000547098,0.938152665,0.00083474,0.000999918,0.770081043,1345.259977
6564,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,22.50893339,optimized,2.50E-05,1.37E-05,7.21E-06,2.31E-06,0.000424299,0.946235112,0.000585805,0.000735429,0.688337803,1345.259977
6565,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,17.4624653,optimized,2.26E-05,1.19E-05,7.52E-06,-2.94E-06,0.000209327,0.944687732,0.000417108,0.000582141,0.744015455,1345.259977
6566,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,11.32960091,optimized,2.31E-05,9.02E-06,4.30E-06,9.74E-07,0.000244192,0.949595142,0.000358807,0.000540681,0.48156786,1345.259977
6567,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,50.05455499,optimized,2.67E-05,1.42E-05,6.94E-06,-1.36E-06,0.00073037,0.967518027,0.000806824,0.000892511,0.672730923,1345.259977
6568,PCGPwM,OTLcircuit,FALSE,0.01,15,100,0.3,21.05867358,optimized,3.97E-05,2.16E-05,1.06E-05,4.46E-07,0.000296142,0.875243796,0.000490041,0.000940733,0.704658985,1345.259977
6569,PCGPwM,OTLcircuit,FALSE,0.25,15,100,0.3,1.030118001,optimized,5.09E-05,3.13E-05,2.05E-05,-2.96E-06,0.000279679,0.922087142,0.000725057,0.000917244,1.39441824,1345.259977
6570,PCGPwM,OTLcircuit,FALSE,0.25,15,100,0.3,1.907983323,optimized,6.11E-05,3.87E-05,2.61E-05,2.27E-06,0.00034327,0.938748336,0.000900629,0.001131678,1.085717917,1345.259977
6571,PCGPwM,OTLcircuit,FALSE,0.25,15,100,0.3,7.809449514,optimized,8.08E-05,4.70E-05,2.75E-05,7.01E-06,0.000443253,0.937304075,0.001046101,0.001465339,0.979651928,1345.259977
6572,PCGPwM,OTLcircuit,FALSE,0.25,15,100,0.3,12.66768445,optimized,6.60E-05,4.20E-05,2.62E-05,-1.50E-06,0.000283539,0.918109957,0.00080533,0.001154732,0.877146483,1345.259977
6573,PCGPwM,OTLcircuit,FALSE,0.25,15,100,0.3,0.16656521,optimized,4.60E-05,2.70E-05,1.62E-05,1.86E-06,0.000227625,0.957939383,0.000633093,0.000758675,1.094619274,1345.259977
6574,PCGPwM,OTLcircuit,FALSE,0.25,15,100,0.3,0.039295887,optimized,4.55E-05,2.74E-05,1.51E-05,2.37E-06,0.00034683,0.966385801,0.000767626,0.000876659,0.698346138,1345.259977
6575,PCGPwM,OTLcircuit,FALSE,0.25,15,100,0.3,0.572424212,optimized,3.03E-05,1.80E-05,1.12E-05,4.32E-07,0.000271749,0.978258925,0.000733026,0.000841413,0.977954388,1345.259977
